,0,1,2,3
72739,1.1454391,0.12108478,0.8803557,0.7445111
67558,-0.7374219,0.8220548,3.4161918,0.831506
73382,-0.9697608,-1.9104272,1.1023517,-0.07933423
15911,0.29490447,-0.16155857,-0.39603865,-0.13762452
16302,1.0573688,0.64475334,0.59257376,-0.54870933
6296,0.3892315,0.7742055,-0.50014377,-2.0404177
32485,-0.14923275,1.2831964,-0.0060229897,-1.3709642
12646,-0.18818666,0.017757118,-0.91252375,0.68864423
53372,0.12985797,-0.8758069,0.76631707,0.38754624
11017,0.8354672,0.62434506,0.77062315,-0.6014221
8328,0.6851037,-0.12253463,0.47213638,-2.0066593
74618,0.08192672,-0.056179345,-0.3630874,-0.95538336
40883,-0.60226196,1.2400883,0.0801159,0.18287042
48293,0.42642727,0.6997061,-1.3348603,-0.31847754
5966,-0.03767763,-0.35848874,-1.3429074,-0.6341663
36409,-0.89867043,2.557961,-1.6999578,-0.07701619
21901,-0.07948063,-0.5710572,-0.4791425,0.10097358
65765,-0.41867056,-0.30926126,-0.41393912,-0.90830016
15585,-0.81758153,-0.32005364,-0.42829615,-0.6098575
26670,1.034939,-0.6577357,-0.7643107,1.0354595
42174,-1.2145604,-0.06613918,0.06196253,-0.25227463
72468,0.8469776,-2.6365428,0.0034668446,0.22712877
181,-0.017786384,-1.363246,-2.4782524,0.85236055
17153,-0.86897343,-0.8722838,-0.87514406,0.26405686
9329,-0.66699874,0.7400606,0.3185967,0.5627414
26901,1.061384,0.6618839,0.62699676,-0.4892053
66497,-0.024860531,-0.48378932,0.22822475,1.1817778
55182,-0.3196531,-2.586176,0.18590772,-0.06576687
74231,-0.51033354,-0.7275451,0.112490356,0.9949715
5551,-0.25750166,-0.6182922,-1.340945,-0.630662
62488,0.49505928,0.09477991,2.295403,-0.11270684
40554,-0.9666096,0.042689204,-0.44539624,0.19956762
27668,0.41382265,0.7356288,0.16596283,0.90021163
5919,-0.7034739,-0.4751256,-1.7041681,-0.9228866
26204,-0.0691365,-1.1329327,-1.3566017,-0.36839217
74282,0.5609542,-0.10407078,2.381091,-0.2308172
380,0.54832554,0.19867174,-0.7063872,-0.5381348
29953,-1.0118746,-0.24283765,0.7809365,-0.1608654
28999,-1.359515,1.0364808,-0.48658556,1.202898
75629,-0.4419591,-1.4049432,2.3209956,-1.3230984
50185,1.1556568,2.678535,1.2223246,2.8240342
40945,-1.2397571,0.38783473,-0.7811264,0.1754097
962,0.22983123,-0.80662477,-0.47203255,-0.35868263
11215,-1.0599446,0.44302592,-0.0040246993,-0.19784747
58152,0.28102982,0.0859583,0.9535488,0.9155794
24041,-0.19183666,-0.85873306,-0.29976892,-0.19206649
10763,-2.0937152,0.1263634,-0.64752984,-0.5609196
70165,-3.256301,-2.089078,0.9162955,-0.043694377
26883,0.20959981,-0.16239351,-0.12040833,-0.04839638
58718,2.1962333,-0.14108616,0.8694202,-0.29047412
73242,-1.5497713,-0.6157477,1.5554047,0.18636449
13538,-0.56911623,0.26656905,-0.14539692,0.65758985
69617,-1.209948,-0.98585606,1.0398772,0.086387634
47611,0.40500957,-1.0556897,1.0462968,-0.17274018
23995,-0.13638628,-0.8975781,-0.34080595,-0.26469812
74838,0.732505,1.2701228,0.28809154,-0.3108536
44658,-0.14833188,-1.1901813,-0.6095439,-1.1726716
42381,0.87445724,0.83501494,0.3978173,-0.65059334
55920,0.96620774,0.31441623,1.4969769,-0.18068099
6033,1.0557314,0.9244026,-0.47794437,-1.2255688
57288,0.840937,0.41505656,1.9738796,0.3033738
40952,-1.2601268,0.43812457,-0.7694226,0.10193759
37704,0.04468286,-1.0602531,-2.0303075,0.5946177
17463,0.3887489,0.3681035,-0.31770766,-0.46864358
17426,1.1488297,0.44191536,0.29669148,-1.021161
58644,1.569821,-1.4432954,-1.0480206,1.7028449
32934,-1.2580671,1.7525032,-1.3750293,-0.086262025
22517,1.0727234,0.42219466,0.59395534,-0.8258654
75465,-0.22376473,0.5802549,0.74941736,1.1056066
26984,-1.3802168,-0.26029888,-0.52717924,0.20760217
24655,-0.054608464,-0.8755866,-0.79858667,-0.1373511
74415,0.9511906,0.44431597,1.7219505,0.19609559
25325,2.7676115,-0.07567805,0.65940106,0.10001761
62204,0.3182963,1.1958025,2.1860602,1.0678614
37688,0.57504576,-0.7020656,-1.6304476,0.50623196
37331,-0.1622378,1.0357956,-1.5822179,-0.6242081
62502,0.42253622,0.112259865,2.2688057,-0.180383
39931,1.7987711,1.5095311,0.00461179,0.67794025
12325,-1.4378569,0.6313709,-0.5180172,0.53035235
41459,-0.9920157,2.0458775,-1.5175923,1.0080097
29529,1.1614413,-1.0118034,-0.70349365,0.35607553
26325,-1.243803,-0.5562697,-0.42417932,0.3289373
36886,-1.6139963,2.293665,-1.5655147,-0.08906157
20823,1.0266912,0.70356345,0.51715124,-0.57234085
54062,0.20871827,0.44828597,-0.48103517,1.4465232
10008,0.24757373,0.87437934,0.096080035,0.4716844
70435,-1.4952462,0.6906275,0.54084074,-1.2755773
31722,-1.1704648,0.22531533,0.256378,-0.4187191
32949,-1.0254827,1.7848895,-1.2776645,-0.052848704
36208,-0.7148149,1.9356191,-1.397351,-1.0409284
23521,-0.08470073,-0.75217456,-0.49519536,-0.31664503
13155,-0.3739041,0.7093621,0.051098954,0.41271874
9301,-1.3313606,0.6110316,0.7488159,0.2544086
18349,-0.3613588,-0.6082164,-0.41218507,-0.20268875
44639,0.13496405,-0.24472198,0.15041266,-1.4276624
5163,1.28318,0.94197726,-0.2627266,-0.7902952
10956,0.5072401,1.3460572,-0.1519413,-0.84514475
9284,-2.02454,1.1054038,1.0883529,0.60935205
22737,-0.9497615,-1.4037054,-0.6198331,-0.03783703
57735,-0.65351856,-0.95346695,0.35411698,0.7629224
24654,-0.06437501,-0.8864088,-0.8077357,-0.13065135
21847,-0.5461481,-0.6476116,-0.010027036,-0.37547687
17273,1.1839503,0.26883197,0.40415013,-1.1125335
42899,-0.8739151,-0.023090355,-0.25330868,-0.7701011
38082,0.7564582,1.1326535,1.2397032,0.45397317
19821,0.4742364,0.83771205,0.86863464,-0.5477457
13856,-0.92629784,-0.11075321,0.25409684,0.21931554
55558,1.029506,0.5943855,0.8741907,-0.36304662
19599,-0.53621,-0.58585864,-0.19401869,-0.27643266
75299,1.5245526,-0.03551072,0.91524637,-0.7065214
51954,1.0916772,-0.0819217,0.010961711,0.2798372
72501,0.6873146,-2.293171,0.1243414,-0.13282418
10097,0.56145686,-0.34090307,0.5120484,-0.4177862
59674,-0.25552967,-2.2920938,0.66847897,-1.0208576
67945,-0.13386142,-1.3037926,0.27179474,-0.67501915
74298,0.526304,-0.09573287,2.3683777,-0.26313514
32860,0.3561118,2.092274,-0.90457785,0.8788392
29085,0.8882625,-0.8956033,-0.6811886,0.3506302
8087,1.1054139,-0.09548235,0.46577513,-1.6017313
16159,-0.28653875,-0.33538812,-0.021805208,-0.5712327
70806,1.1348153,1.285419,-0.14884043,-0.3564726
39957,1.7452984,1.522439,-0.014990628,0.6280178
38890,0.6225046,-0.7425675,-0.24797653,0.68134207
13631,-0.31428343,-0.12985095,-0.46566656,0.051892802
44195,-0.41304457,-0.65704113,-0.22998038,-1.1307155
63191,-2.4420319,-0.62046576,1.4136544,0.46976396
8119,1.0342236,-0.0780589,0.43977857,-1.6684816
32561,-0.58514416,-0.24099475,0.7747362,-2.2529352
61934,0.27643108,-1.6220224,0.30428687,-0.106383055
8807,0.1688286,1.0001212,1.3125316,-0.17633551
66328,-0.66288495,0.1451057,-0.32340148,-0.7468018
11005,0.87756056,0.5113211,0.91438496,-0.5720785
52340,2.0810983,1.2582498,0.16956258,0.7621155
45590,-1.2469153,0.32180884,0.1601114,-0.89366627
38091,0.8658728,1.106268,1.2798243,0.5560916
36040,-0.369101,1.8880136,-1.710256,-0.5051495
29891,1.2914386,-0.9336584,-0.5083474,0.65590644
31422,0.38215658,0.67297137,1.6784421,-0.057336807
9675,-0.24811941,0.7621787,0.25887308,0.81771326
54177,-1.4346161,-1.4242071,0.5975677,0.0029494166
11490,-0.3489012,-0.36045218,-0.908268,-0.7008544
14614,1.1620858,1.4588704,0.58212554,0.60328674
38081,0.97911334,1.0789592,1.321348,0.661782
29289,1.3506415,-1.2683563,-0.9126746,1.0300442
8252,1.5284054,0.4449709,-0.18136907,-1.144206
64646,-3.3641415,0.41658026,2.3299966,-0.23003973
37152,-1.2072213,2.193791,-1.0382323,-0.19575007
14448,-0.69703615,-0.17597315,0.34627962,-0.34137377
70868,1.0364362,1.3092198,-0.18488252,-0.44838375
11127,0.36818123,0.47996104,0.9201382,-1.0625396
23702,1.0389779,0.13687807,0.8364645,-0.99364173
1503,1.4254787,1.1086713,-0.23914248,-0.42205814
36923,-0.3786303,1.433423,-2.0586174,-0.43057075
53577,0.23852742,-0.40421218,-1.560391,1.8926367
16406,-1.5055631,0.21004912,0.37124622,0.23609471
20057,-0.4398126,-0.560379,-0.5675645,0.08857608
31166,0.5731111,0.7373416,1.5550735,0.07764429
16844,0.55941844,0.76109,1.1921299,-0.25778472
38171,-0.5952617,-0.117351934,0.43172926,0.5178663
13800,-0.9067342,-0.120779365,0.25902766,0.24394557
56552,0.76675236,0.65781224,0.77786887,-0.6083553
72189,0.30580434,-1.3148074,1.0038545,-0.40230575
68434,0.6739271,0.06374282,0.97644496,0.7303576
42974,0.4058108,0.3222437,-1.3145703,-0.12297195
39507,0.19987848,0.62836504,1.0558002,-0.8841494
5590,0.89157605,0.70726943,-0.21712643,-1.4041908
13524,-0.6050773,0.32501242,-0.27022767,0.57019436
39869,1.5647501,0.92346185,0.72103006,0.39683926
23964,0.55981207,0.1200155,0.054145277,-0.6600548
23480,0.43843648,0.057379186,-1.4111937,0.21591699
59311,-1.9651726,1.0693226,1.5940053,1.3763827
464,0.83896965,-0.4569465,-0.55655956,0.50153613
44999,-1.4982235,-0.28275353,-0.2383915,-0.40738583
73796,1.0139531,-1.4733016,-0.058027208,0.3029023
23051,-0.2013832,-0.75835073,-0.59009576,0.32474262
1702,-0.41846567,-0.30012876,-0.25816318,-0.45425949
2545,-0.32775867,0.53516626,-0.19099596,-0.75491494
44169,0.33107665,-0.029657379,-1.119401,-0.23722827
46930,0.15288454,0.8991266,-1.3281703,-0.578992
40453,-1.3944991,1.7692149,-0.33221218,0.7001633
51825,-0.6852391,-0.43636602,-0.37713286,0.5564928
71512,0.33735895,-2.044805,-0.75536877,0.9523385
31080,-0.7765944,0.03628389,0.6770225,0.20491576
10156,1.1589159,0.4376942,0.69149935,-0.63401204
46773,-0.32219025,1.568094,-1.5580999,-0.10279006
6691,1.4052052,0.98683953,-0.47724354,-0.8312415
11732,-0.42211092,0.87109995,-0.6615794,-0.48613197
23961,0.91777194,0.58792514,0.3766325,-0.95778316
72474,0.84879893,-2.6919284,-0.019081414,0.2947735
50596,-0.7082225,-0.97721636,-0.022809088,0.5355702
61957,-0.42105293,-2.3795686,-0.3426206,0.35369056
20762,-0.35965952,-0.4637848,-0.70393413,0.19101673
5524,0.021000506,-0.023486374,-0.85791117,-0.85528827
69432,-0.31996763,-2.3759124,0.9947344,-0.586164
31285,-0.13208392,0.40086657,1.5878563,-0.07368603
76493,1.4172313,0.772137,0.5327072,1.3034041
6540,-0.6639421,-1.5873101,-1.7766935,-0.051100552
66565,-1.4184811,0.6374413,-0.94884586,0.0049984157
63369,-0.2734999,0.20414656,2.6639974,-0.2975733
63576,-0.05144739,-2.287161,0.57675385,-0.65113115
72386,0.5991246,-2.501311,-0.47202444,1.1028187
41898,-0.8482618,0.2578706,-0.45084298,-0.44735128
37257,-0.52763337,1.1300067,-1.6883253,-0.8950759
72342,0.80302536,0.7838527,-0.047779307,2.2905233
8828,0.06986618,1.0239038,1.2762085,-0.26860034
15748,0.6936021,1.1581764,-0.7882215,0.0006188154
8325,0.74289376,-0.13648474,0.49332142,-1.9527061
21547,-0.65305084,-1.027795,-0.7008441,0.19053406
11987,0.79486215,0.6360923,0.3646946,-1.0172547
14952,-0.68276584,0.5165981,0.089594215,-1.2172582
34031,-0.4001277,1.5726029,-1.2138399,-0.6468605
66896,0.123007506,-0.6758182,-0.93391645,0.45816958
24929,0.0033984482,-0.9558406,-0.37583336,-0.33720118
35332,-0.5753805,2.0529847,-1.2318182,-0.93704903
47778,-0.9371513,1.1883198,-1.1224555,-0.632528
54899,0.5012102,0.92115283,0.65118206,-0.6187176
52713,-0.54706585,-0.9421427,1.394264,0.5382301
38289,0.14520612,0.3830267,0.6994675,0.32843834
68647,-0.028075278,-1.428391,-0.14777231,0.74021685
54227,0.27587327,0.07558209,2.0833712,-0.5407123
61751,-0.45747697,0.94123375,2.6751642,0.5167442
8193,1.1521666,0.15022957,0.16201985,-1.533004
1648,1.083384,0.84383297,-0.20837778,-1.0453914
18612,0.6690198,-0.16046211,-0.30849507,0.6561012
64124,1.3315703,-0.51994395,-1.0095679,0.5305422
43079,-1.6420451,1.4609994,-0.01012364,0.17796649
69273,-1.2073025,-0.80104554,-1.2682476,1.6231608
5940,0.1482724,0.2024351,-1.0187719,-1.1876354
70097,-0.58908415,-2.8134181,-0.5670524,0.057080865
60617,-1.7166431,-0.6071498,0.028267443,1.3908684
29696,-0.069778055,-0.8883805,-0.2044943,0.07706493
68378,-1.2585738,-1.5319008,-1.3487189,1.5914297
1066,-0.37480623,-1.2250612,-0.9827596,-0.4007697
17179,-0.016584165,-0.21862432,-0.17424186,0.10588552
22900,-0.6015476,-1.1127253,-0.30841774,-0.08536962
17773,-0.81950504,0.3289564,-0.7862067,-0.025675148
63070,-0.590583,-2.5183377,0.35296595,-0.33343756
3614,-0.6369375,-1.2381337,-1.8182538,0.57804
40788,-0.45014825,0.44427764,0.67342937,-1.0817637
74662,-1.1346477,-0.76387006,0.86531305,-1.0612855
3858,0.53661686,-0.34810826,-0.96820414,0.033074602
48805,-2.093254,0.2816841,0.21503454,0.8682066
17444,1.5349796,0.6057259,0.11736584,-0.63560176
33316,-1.3244998,2.6474934,-1.2673703,0.5367547
24865,0.16976619,-1.2321475,-1.0841486,0.52433634
70917,1.3225577,0.4691068,0.8826654,-0.25643098
15637,-0.3519121,-0.097122535,-0.45332792,-0.7040467
64711,0.95753384,2.0996363,2.3757625,3.0105085
71365,0.8266545,-1.9119824,-1.2913213,1.0659153
61740,-0.47430646,0.94537574,2.6690283,0.50093675
42142,-1.1523528,0.6863027,-0.43693632,0.41582537
27172,1.5153894,0.9196737,0.2791312,-0.08346391
36474,-1.4731271,2.1836092,-1.1418291,-0.27726784
51445,-0.15427963,-0.42353672,-0.40125394,0.030718103
3544,-0.41153002,-1.1070669,-0.79829115,-0.10115957
66748,-0.8914225,-0.49596828,-0.13304657,-0.8572733
5878,-0.3343954,0.020364404,-1.966092,-0.7796304
30071,-0.2522778,-0.39817095,0.82668465,-1.1408595
30248,-0.07993314,-1.3550495,0.90731645,-0.29247075
3587,0.14021285,-0.2090187,-1.0192722,-0.15666443
50241,0.56592023,-0.014286056,0.50100034,0.3788719
74615,0.036641166,-0.019498512,-0.3688088,-1.0285655
29443,-0.13689773,0.7328968,0.7534021,0.66843176
40476,-0.9330011,1.317545,-0.55983937,0.7646167
38710,1.4348633,0.69584584,1.3853415,0.6284528
39786,-0.33436733,-0.6512202,-0.4047162,0.73036575
729,-0.28693146,-0.33297008,-1.2088765,-0.91456735
3509,0.85961246,-0.31299618,-0.96615314,0.5206258
45998,-1.0384812,-1.0479774,-0.9282711,-0.9749626
10664,-0.20862648,0.70197684,-0.1659059,-1.1883193
54609,-0.7729828,-2.0006099,-0.7515879,0.083268166
48928,-0.57044363,-1.0493082,-0.54470813,0.65693504
38854,-1.5740974,0.45894396,0.3690641,1.3114641
32844,0.47437024,3.0648081,0.19434178,1.7247382
38794,0.41826218,0.15285179,0.894296,0.45879018
23767,0.5938233,-0.6072662,-1.4044693,0.9468953
67346,2.1073248,-0.94230634,-1.8353057,1.73912
51853,-0.5234801,-0.47850156,-0.29383543,0.7886969
63884,-0.05540602,-1.5803144,0.2546399,-0.92425835
48271,0.5863406,0.6518494,-1.2801487,-0.15807387
28605,0.66637635,-1.5309331,-0.70003045,0.4043064
43905,0.377308,0.12492578,0.0036647022,-0.5176752
37867,-0.31173465,-0.9538787,-0.6232051,0.7982665
12052,0.21274713,1.4834166,1.0449129,0.23705614
74394,2.1209867,1.3185709,0.70682037,1.4009049
34711,-1.2635052,2.3597927,-0.96916294,-0.35374248
12863,0.03856668,-0.65402144,-0.77483726,0.1334014
11710,-0.11181762,0.7005549,-0.3858129,0.538173
36512,-1.2818369,2.0064857,-1.1270329,0.058480874
5563,-0.14315182,-0.64833504,-1.3000566,-0.52097607
41210,0.06540179,1.1567752,0.33178565,-1.0153595
37815,-0.08861512,-2.145185,-0.6061986,-0.4765314
55790,-0.027186543,0.33491063,0.47183985,-0.11220868
18122,-0.4527462,0.24640562,-0.90226567,-0.46522787
34722,-1.3028086,2.3889832,-0.975246,-0.4140834
30444,0.37304565,-0.3514247,-0.45195812,0.92714596
46440,-0.29079938,0.27123344,-0.53823054,-1.1891358
29946,-0.20832336,0.3105816,1.0009339,-0.10164423
51291,-0.15120246,-0.36718756,-0.11065568,-0.046731412
13932,0.48560023,-0.14912808,-0.22551955,0.20267993
20504,1.3531579,0.7201232,0.57358265,-0.20447052
41523,-0.3151352,-0.9990829,-1.6300576,-0.52067286
71962,0.5123599,-1.3464711,-0.68126875,0.94781375
61734,-0.53282964,0.9594233,2.647541,0.44639438
25116,0.6607014,-0.18953103,0.06651138,-0.5894272
40019,1.0584257,0.6601487,1.0167425,-0.11343938
65520,-0.7156222,-1.5797453,0.93167484,0.020950407
29075,0.25172737,-0.50603276,-0.61242574,0.093043774
47501,1.571044,-0.046256065,0.9324913,-0.6636895
60135,1.7313625,-0.06701499,1.0241458,-0.45806855
20805,-0.1659425,-0.48193556,-0.6714383,0.1825781
55828,-0.76093477,-0.40290362,0.43519518,-0.2769227
18854,0.9537697,0.30176818,1.0686357,-0.6265768
27680,1.3339247,-0.32379627,-0.8373645,-0.25750235
2324,1.3815761,-0.04219625,-0.505938,0.84162444
52587,0.3616956,-1.3258455,-0.21313582,-0.84820604
1390,2.4701083,1.2619812,-0.695657,0.26874554
73446,-0.6945379,-1.7560428,0.728235,0.6453064
18516,-0.72652954,-0.84882206,-0.55844057,0.23833704
23347,1.6992598,0.41722062,0.69599926,-0.17223394
14047,1.1638258,0.023968387,-0.94657713,0.3238968
10889,-1.5772663,-0.792592,-0.7438831,-0.6211724
45001,-1.5178444,-0.23253821,-0.22636838,-0.4802864
46111,-1.2793207,0.46197197,0.22945243,-1.0052729
49061,-0.12982905,-1.5962241,-0.06461623,-0.15469652
25704,1.7062356,1.5744946,2.415803,3.0263548
42678,0.80440784,0.6894234,0.075746,-1.2182679
15768,0.03150311,0.82964325,-1.1866738,0.123546414
12505,0.5068879,-0.6124321,0.35876,-0.99110603
68736,0.85789746,-1.5374284,-0.32238021,0.60109687
18452,0.8770877,0.376948,0.74851465,-0.90933424
69865,0.7351247,0.5345913,1.3175914,-0.2720058
24132,-0.12543961,-0.8415697,-0.5014492,-0.0806312
38438,-2.3683686,0.30897382,0.5777404,0.47974706
74678,-0.48257077,-0.65984464,1.24012,-0.68878514
14200,-2.2157433,-0.8541643,0.59892046,-0.7967708
44455,-0.393826,-0.60430396,-1.0576552,-0.5145969
47684,1.2342019,-0.35250646,1.6813437,-0.6377193
49092,0.6639525,-1.5636985,0.1439521,-0.22496696
1659,-0.0066748634,0.3790893,-0.6371836,-0.33724654
67741,-0.4294296,-0.44960806,1.4803683,-0.51949525
70640,-0.20563507,-0.58380127,0.7824196,-1.6746242
25233,1.5613284,-1.579577,-1.4002337,1.7952616
60221,-3.2422585,0.45952684,0.7770547,1.1584215
46702,-0.1583439,1.413082,-1.5468206,0.18875024
42076,-1.4840758,0.7702455,-0.34216678,-0.06527422
27158,1.5112736,0.9205081,0.27755517,-0.087115526
69638,0.2104393,-2.3741233,0.106726766,-0.43200737
26193,0.05551797,-1.4270661,-1.422469,0.064881325
18459,1.3598859,0.18834835,0.81681895,-0.11709902
74313,0.4561512,-0.07879847,2.3426604,-0.32863036
71953,0.25138897,-1.5202224,-0.46896112,0.67146343
74080,0.3012542,0.12791291,0.14709298,1.6227648
49514,1.4179444,-0.63186693,1.3204597,-1.1913459
2344,0.21944366,0.0049747825,-0.9799524,0.19167472
14829,0.19461018,-0.1714265,-0.49781105,-0.3453169
13919,0.3677147,-0.24328071,0.58903,-0.27230814
63320,-0.17904371,-0.07578486,3.0194623,-0.23430794
