,0,1,2,3
62099,-0.67005074,1.6939504,0.80978703,2.1630957
26619,-0.3153115,-0.5641997,-1.3068833,0.20873588
67408,2.1398838,-0.12561744,0.45768592,-0.7209106
48927,-0.5793727,-1.0384281,-0.5442951,0.6381277
39693,-0.9135562,-1.0291516,-0.5198426,0.9541622
18831,-0.1286586,-0.89334524,-0.37301266,0.44430465
45456,-0.15434626,0.06406143,-0.751263,-0.60839605
41521,-0.31390592,-0.9989553,-1.6294277,-0.52003443
14663,-1.0160186,1.2914,-0.3451173,-0.91991055
7210,1.0756876,0.29523093,0.36457455,-1.2139266
62086,-0.63769853,1.6859286,0.82155734,2.1935546
22395,0.9986801,0.65889376,0.571048,-0.60346967
7586,-0.42417026,-1.8442686,-1.2928233,0.23311841
41093,-0.955835,0.097682856,-0.16475472,-0.7353623
62290,-1.7665124,0.9512104,1.5859023,-0.15955037
74192,0.1070576,-0.22020227,-0.45755202,1.617408
44481,-0.33811077,-0.57482,-1.0190907,-0.51410776
34631,-0.69714606,2.754428,-1.421302,0.12686491
36959,-0.4328584,1.6018146,-2.0887887,-0.9000205
15124,-1.0679219,-0.17827415,-0.39679366,0.15528812
33090,-0.3611952,1.8388278,-0.3376748,-1.131671
7551,-0.7453854,-2.0825143,-1.3292617,0.14546412
28781,0.44552213,-1.3089929,-0.44439557,-0.016068965
26753,1.6252499,1.2404124,0.1631653,0.3232447
75236,1.4770471,-0.4095267,1.3791786,-0.78850675
33684,1.988253,1.8675604,-0.37424386,0.9480086
34006,-0.3186561,1.5420903,-1.1885562,-0.557781
45355,-0.029909154,0.05621906,-0.6962679,-0.51885927
12403,0.5516473,0.36865008,-0.58240396,-0.5850417
49952,2.1271462,-0.14045697,0.42014396,-0.7887803
3066,-0.2506677,-0.5912265,-0.47965652,-0.5391969
30394,0.79786634,-0.8098678,-0.57311565,1.3635035
65658,1.3630773,-0.75376064,-1.0176864,1.0638831
37103,-1.5705171,1.8305252,-1.4884713,-0.38108683
3822,0.46826595,-0.076217264,-0.08930877,-0.37265903
21980,0.2124493,0.06397188,0.38074934,-0.72923446
48780,1.4965351,0.15646064,0.45253453,-0.9313537
49407,0.72766775,-1.5452776,-0.6773714,0.4609875
27383,-0.37864587,-0.37910488,0.23251848,-0.43491903
44520,-0.37532446,-0.51839566,-1.0126876,-0.60578805
26825,0.7024393,0.43015116,-0.92755437,0.5583449
45335,0.3808847,0.84733254,-0.42187142,-0.327952
34170,-1.2478904,1.8687205,-0.903987,0.23387672
62656,0.26643944,1.0074089,2.1956868,0.7839024
48300,0.41492194,0.7022713,-1.3391677,-0.3289644
18219,1.2208333,1.137575,0.043738842,-0.29040772
56884,-0.6580099,1.1162869,2.832287,0.7198765
17642,1.2295357,0.27587485,0.4537898,-1.0141557
46597,-0.21563715,-0.109822154,-0.5504887,-1.1600815
16366,-1.2965106,0.6918079,0.6727581,-0.20748764
426,0.14851092,-0.34432152,-0.8831154,-0.23317294
34900,-0.44834894,1.7217429,-1.1228133,-0.7019462
46426,-0.38534147,0.24683596,-0.6687502,-1.4531648
41803,-1.2351782,0.6812871,-0.5284728,0.21355765
10905,0.56835043,1.3312792,-0.12955028,-0.7880597
57049,1.99355,-0.18652362,1.4124612,-0.0026629567
69468,1.0864725,-1.4622252,1.7867826,-1.5519207
1640,0.94522184,0.87715775,-0.25903738,-1.1743488
52244,-0.022684216,-1.5552497,0.9254637,0.21709964
51262,0.17798898,-0.45988446,0.0044303685,0.2764855
71048,-1.1977198,-0.006565869,0.24752462,1.8025887
14214,-0.3259753,-0.2395721,0.114405006,0.46235538
35487,-0.8466766,2.1685734,-1.1582823,-0.7855919
51978,0.33259904,-1.0474269,1.6094722,-0.88451535
53691,1.9656982,-0.26016656,-0.9179421,2.1345735
32248,0.25017118,-0.57845086,-0.04945919,1.1743692
74318,0.46442384,-0.08074242,2.3457155,-0.32097057
64442,-1.1110822,-0.38489175,3.6776478,-0.832392
53089,-1.237607,-1.5055565,-0.45716617,-1.5309583
47177,-0.3684422,0.429453,-0.73481375,-0.4756755
14796,-0.16626948,-0.19978686,-0.034672514,-1.043927
69891,0.12896809,-0.0901593,2.058031,-0.91305876
24697,-0.34388772,-0.7610153,-1.7193878,0.2833936
2383,1.5484293,1.3902626,-0.41612256,-0.11489403
2497,1.02069,0.32460803,0.7683854,-0.83153063
11380,-1.291343,0.0815534,-1.4907084,0.45590982
44666,0.2439387,-0.7735555,-1.1086628,-0.75307274
36280,-0.6628034,1.8591063,-1.3040938,-0.6056975
17208,0.55421597,-0.63452655,-0.48736084,-0.26707795
45131,-0.45063725,-0.19884506,-0.52109456,-0.6622075
36056,-0.6482302,2.119628,-1.5913669,-0.49798602
33748,-1.4538842,2.157282,-0.5879369,-0.17940828
32627,-1.2015222,1.562118,-1.2019225,-0.7747038
20458,-0.49095044,-0.9331658,-1.2038225,0.759095
5481,-0.46386132,-1.0157226,-0.9613424,-0.7868313
11654,-1.6845995,-0.16921464,0.31654269,0.3317561
15089,-1.1701148,-0.17231527,-0.46746504,0.004856646
27551,-1.331581,0.72225857,0.6821816,0.597448
2937,-0.2680296,0.10011347,-0.3598186,-1.0583833
42017,0.5290494,1.2839108,0.14797497,-0.6133624
46460,-0.27884462,0.10676713,-0.70333356,-1.2939641
64292,0.14009446,1.1525809,0.47989702,1.8623928
34740,-1.4270333,2.3983123,-1.0295135,-0.5052678
14558,0.30631226,-1.3308764,-1.4284427,0.43263873
38682,1.5284348,0.6732054,1.419621,0.71587515
6682,0.07238799,-0.6004021,-1.7724209,0.21551582
4825,0.15365577,-0.95426273,-1.4037662,0.51397324
18292,-0.44393948,-0.0005581975,-0.8636569,-0.5623535
61335,-1.3885161,1.7464575,2.996971,1.0545634
54786,-0.5856883,-0.48746058,0.241541,0.026681215
35525,-0.5818972,1.9873968,-1.3384949,-1.0949634
33934,-0.44679293,1.6998851,-1.1819266,-0.8296679
52289,-0.5450286,-1.4806681,0.78812635,0.023688346
25434,2.6440196,0.35275555,0.11681521,0.023199081
67713,-0.7039348,-1.8064189,0.27238664,-0.6174141
29385,-0.39094403,-0.4467714,0.0002449751,0.7633499
5013,-0.052182585,-1.043157,-0.51468134,-0.50063
46749,-0.2663748,1.5201998,-1.5521822,-0.009369615
67928,-0.20792353,-1.4097288,0.19233036,-0.5955667
10685,-0.55953604,0.10970771,-0.6564929,-0.93588203
51881,0.5366689,0.11323136,-1.1261455,1.6960253
43616,0.40935522,0.7175579,-1.4741468,0.048298378
61833,-3.0780017,0.10958162,1.6012378,-0.27356547
19420,-0.28732413,-0.40296417,-0.9602957,0.021444649
65671,0.013685048,-0.54030603,-1.5597956,-0.06116706
68934,-0.9712858,-0.33900148,-0.33052146,1.506909
57131,-0.6400303,-0.30071962,1.1163269,-0.1903602
13967,1.4096571,0.16553819,-0.88509583,0.78895193
52601,1.2188125,-0.2705549,0.6343763,-1.5628356
64972,1.2471138,-0.33565754,1.3279514,-0.94773704
21853,-0.52518344,-0.66497695,-0.007540643,-0.34113666
28910,1.6536591,0.24539024,0.7408593,-0.39456463
28546,-1.3752587,-0.77888453,-0.8198807,0.600749
63807,2.7128892,0.019461244,-1.2081015,1.6063889
73990,-2.1144104,-0.26131684,2.1613922,0.7802248
40981,-1.6692001,0.078538716,-0.25407696,-0.39693722
66740,-0.9421081,-0.40412515,-0.11799103,-1.0001367
34756,-1.340137,2.4433932,-0.9697478,-0.50342005
27909,-1.4929996,0.77469945,1.045871,0.8836399
68052,1.0326992,-0.3945502,1.4426415,-1.1043978
26330,-1.1150458,-0.8277536,-0.5038578,0.66019124
65665,0.078585714,-0.6178132,-1.5621328,0.07364383
21235,-0.55296606,-0.8269318,-1.1626921,0.66914314
39360,0.017260432,-1.6685259,-0.68345505,-0.3369977
30651,-0.36899036,1.1516635,-0.5174651,0.8619975
29172,-0.5922492,0.7924469,0.64110523,0.5361969
62949,-1.4178212,0.26449698,0.044178665,1.5023054
59638,-0.24596089,-2.294483,0.6719531,-1.0118287
4831,0.13113451,-0.96973485,-1.3955529,0.5955193
58559,0.92534095,0.24210122,-0.14413495,1.60126
21475,0.4033836,0.7092208,0.57871574,-1.0589826
31818,-0.7386298,0.08909482,0.13582306,0.03462831
53334,0.08688011,-0.8370479,0.68664443,0.08092099
46456,-0.29156324,0.14094332,-0.6948531,-1.3431708
29182,-1.7698891,0.26055646,-0.059538633,0.6487105
11496,-0.32925302,-0.38696665,-0.91026413,-0.6563813
66505,0.6550784,0.1801924,0.827378,0.8226999
4343,0.11960657,-0.45271736,-0.7530221,-0.36592853
4721,-0.66219807,-1.296675,-0.9076396,-0.58915305
59120,2.6476817,1.9969959,0.39429727,2.4569197
12453,-0.6867719,-1.1923641,-0.3443857,-0.753772
36805,-1.1627454,2.3088195,-1.8783593,0.20691466
30562,-0.7604165,0.18841314,0.12996277,0.61050797
32607,-2.8909793,4.6299076,1.9089061,2.4358597
36181,-1.0796521,2.5589397,-1.8096524,-0.27220255
14245,-0.29650426,-0.28100312,0.06010191,0.37609923
73969,1.5080547,0.49462366,1.473447,0.51788616
10075,0.31025928,-0.27241647,0.42327935,-0.66172683
41985,-0.2637678,0.44439155,-0.5782394,-0.11629202
43482,-1.589005,-0.111952305,-0.2210753,0.11575559
16337,1.0559094,0.38821402,0.9129777,-0.57527775
26082,-2.685686,1.6518043,1.1872226,1.7208663
51956,1.0803423,-0.07910599,0.006840095,0.26915938
23548,-0.10160364,-0.7590584,-0.48072082,-0.24178883
38759,1.0443182,0.6615021,1.4025698,0.25144058
36266,-0.7600857,1.8185501,-1.3162073,-0.4647065
17223,0.5577464,-0.66138107,-0.5223567,-0.310053
32689,-1.3281534,2.137435,-0.80275536,-0.062828064
30530,-0.47310102,0.9207077,-0.6638334,1.0721464
15109,-0.70094734,0.0031769574,-0.1481695,0.17381018
10647,-0.0069683194,0.6266847,0.49038994,-1.623344
33832,-0.4364955,2.4870486,-1.1973996,0.4488376
9580,0.77024376,0.9853488,0.9814949,0.019813776
43114,-1.8907907,1.6565089,0.15835483,0.40298185
38929,-0.32011613,-1.5645232,-0.6074834,0.72735673
25188,2.057276,-1.4773403,-1.5288231,2.4028964
12490,0.28014806,-0.5578579,0.27557302,-1.2026012
21896,-0.111109346,-1.0870392,-0.06775516,0.19959447
441,0.30071688,0.9946177,-0.17015195,-1.5096828
722,0.19496822,-0.9194235,-1.154947,0.33200234
66493,-0.54380167,-0.96934354,-0.2200985,1.4303794
125,0.526989,-0.021942558,-0.83490324,-0.36457783
61652,-0.6480999,0.9872751,2.6052957,0.33874547
19322,-0.047126085,-0.47854838,-0.64346516,0.083385974
61529,-1.8119079,0.482098,0.82341295,1.1844224
19555,-0.2106915,-0.67921925,-0.37158573,-0.020459384
25666,1.0958762,1.4647801,2.5129254,2.4315038
68062,1.0310467,-0.3941247,1.4420469,-1.1059725
51556,1.6638763,-0.5102088,-0.49617156,0.16687568
22384,1.1989338,0.61055404,0.64445835,-0.4165113
72431,0.95456004,-1.8830032,-0.19604659,0.12474084
5886,-0.19597027,0.07854396,-1.8766465,-0.7603242
8966,0.08879644,1.1480322,1.1227849,-0.23862624
60464,-1.1705835,-0.68755656,-0.31882402,0.9210403
28712,-1.7938256,0.44257146,1.1687555,0.6775514
69266,-1.195858,-0.7914505,-1.2588308,1.6190143
22717,-0.26079476,-0.8947635,-0.9409204,0.46200868
49345,-0.19755384,-0.9616926,-0.76244134,1.1254027
9738,-0.72138786,0.6370207,0.4390118,0.40714782
75379,0.90734106,-0.7860781,1.8120861,-1.3704505
41471,0.2329807,2.4551618,-0.77065146,1.3055713
76100,-0.7066252,0.23998728,0.18927167,-0.20333841
44587,0.5126132,0.22742051,0.5774696,-1.5961883
56317,-1.4911927,1.3285861,-0.38657182,1.7090778
55604,1.391012,0.89265674,0.52538973,0.012028396
11991,-0.81445,1.2006776,0.7853837,0.13561293
38490,0.9004645,-1.1524458,0.22679144,0.4645728
38980,-0.3812024,-0.41449875,0.22935718,0.4699764
17874,0.31999987,0.7845503,0.64738274,-0.97064626
20169,1.1647127,0.6549084,0.6977708,-0.33682248
72179,0.14304222,-1.189141,1.1325055,-0.19305888
75816,1.9270644,-0.067959145,-0.89312804,0.9374751
42700,0.2858073,0.28223222,-0.5540478,-0.89673686
11168,0.25156844,0.50819004,0.8774231,-1.1715057
43516,-0.126405,1.1811378,1.0106299,-0.4944043
12414,1.0784334,0.2393134,-0.39021015,-0.09062053
64262,2.9458938,0.43084463,0.14860207,0.42889518
62076,-0.36008912,0.8502367,1.7474763,1.1232659
64789,-1.7674727,-1.160848,1.3366033,0.22372648
51802,-0.50029397,-0.5514717,-0.38971305,0.65876794
21589,1.1993917,0.55903876,0.7088027,-0.42109317
34990,-0.2428416,2.024013,-1.6948445,-0.89698637
71911,-0.4397268,-1.2258463,0.18738794,0.7626135
17651,0.5273386,0.44540638,0.19638503,-1.6697639
6027,1.176491,0.89538467,-0.4336195,-1.1129858
22175,-0.3161052,-0.92231643,-0.33425704,-0.040815502
7618,-0.34861872,-1.6497356,-1.1499231,0.12577224
42483,-0.6817374,0.3213888,-0.91428643,0.3163529
67979,1.0796049,-0.29543424,1.2664553,-1.1038702
73592,1.7964864,-0.3381055,0.9777353,-0.79988855
53535,-0.45132726,-0.5769012,-0.51634306,1.1200111
75840,1.164079,-0.38039687,0.33526593,-0.5129057
62485,0.60329616,0.068678916,2.3350925,-0.011687934
10601,0.8706746,0.41482836,0.812122,-0.8039698
40157,-1.1717987,-0.94934106,-0.03881681,-0.040617228
62233,1.0227491,1.7967986,1.4816432,1.8007162
65637,-0.5812719,-2.8266616,-0.44246966,0.46539688
75664,-0.6813358,-1.2295685,2.4853563,-1.0678854
16385,-1.5430688,0.1274896,0.19227077,-0.07636109
50978,-1.5762415,-0.303156,1.2332853,0.9142616
54162,-1.3856356,-1.439666,0.5633801,-0.10191542
29921,0.7848105,-1.2947382,-0.8983076,0.763046
9744,-0.76633537,0.6471812,0.42224336,0.366012
12968,0.45590335,-1.01402,-0.7190763,0.04759583
24512,0.9935802,0.23777914,0.9843427,-0.75658005
27986,1.7419262,-0.9561735,-1.1281176,0.9309257
30326,-0.56510895,-0.8234494,0.28566682,-0.6651257
23720,1.0149133,0.18459886,0.20112948,-0.56613195
48407,0.54708624,0.27315986,0.68885946,-1.3964516
18410,1.4239464,0.37358528,0.78859997,-0.38641852
69071,-1.724844,-2.0108492,2.08345,-0.34906408
880,0.3701996,-0.79856604,-1.5777713,0.24591175
23870,0.15426615,0.041790575,0.29350668,-0.89503366
25341,2.9876847,-0.14138794,0.75623304,0.30390865
36471,-1.4126856,2.2042618,-1.1047812,-0.2631364
28001,1.7445956,-0.8852979,-1.0969203,0.8475819
37840,1.7621163,-0.56439155,-0.119460806,-0.27079284
41638,-0.7157768,-0.088949054,-0.5229896,-0.73238873
15202,0.4802378,-0.37150243,-0.6256329,-0.46362534
50186,1.1368034,2.6830595,1.2154019,2.8064637
36745,-0.42260054,2.0807104,-1.9315654,0.027521402
68766,-2.5428462,-0.84061193,-0.21747398,1.0497917
19573,-0.577433,-0.55344677,-0.19964021,-0.34187555
10798,-1.842252,-0.20412743,-0.79585665,-0.38975024
46252,-0.9176989,0.3652938,-0.22325009,-0.7877467
10093,0.35230285,-0.28566808,0.43738097,-0.61875093
28109,-0.7483371,0.45282075,0.05790361,0.5451905
45334,0.39794183,0.8441962,-0.41520393,-0.31320488
35205,-0.71073675,1.5479083,-1.4833462,-0.34055057
54555,0.1308496,-0.86397755,0.22809346,-0.4664704
68419,1.4053969,0.50141066,1.4029077,0.36616153
29492,1.5301015,-1.1990225,-1.3299837,1.0859917
26628,-0.13911659,-0.60659933,-1.2422366,0.37307373
2972,-0.009445444,0.16464084,-0.42612788,-0.80256605
44695,-0.06208861,-0.69323003,-1.0156935,-0.4267009
13292,-0.3785525,-1.0086746,-0.40000692,0.022619158
34742,-1.4148883,2.3945055,-1.0254309,-0.4928786
72646,0.32760972,-1.9244426,-0.34251967,1.0997163
76381,-1.000145,-0.20558208,0.6725055,0.97107714
20017,1.0121071,0.7299978,0.3167311,-0.74583596
10891,-1.549116,-0.6527411,-0.67160213,-0.77089083
845,1.6094068,0.51607627,0.013147831,-0.78999674
57680,-0.13858142,-0.35833648,-0.012100071,1.0472699
55062,0.8947176,-1.439433,0.077536374,0.72782624
28458,-1.1861917,0.06879288,-0.19599995,0.24748239
25198,2.0900285,-1.5035584,-1.5498571,2.3779733
21598,0.81926394,0.57355905,0.6656618,-0.78333837
67287,0.5574037,0.40990287,1.3334525,0.22807649
35076,-0.9054245,2.299042,-1.0294702,-0.6700905
66716,0.36202484,-0.42477325,0.0036084056,-1.607715
51674,1.4820846,-0.15134853,0.66927797,-1.1371893
72502,0.96920025,-1.9512695,0.4008885,-0.36165762
40484,0.37664157,1.4304458,-0.2274096,0.4651747
70606,0.7576384,0.7176921,-0.7172768,-0.38283828
63603,0.9966405,-1.0443218,1.8077364,-1.6346447
36053,-0.4309445,1.9341011,-1.7197615,-0.60028315
18769,0.40760267,-0.38284263,0.06866413,0.099435285
18795,-0.46624905,-0.79518783,-0.5150307,0.03164795
10157,1.1260161,0.445583,0.67941636,-0.6646638
9326,-1.0274148,0.90581405,0.34626514,0.5191303
17814,-0.7562855,0.24011728,-0.8700304,-0.11078122
69430,-0.30361244,-2.4705265,0.9624215,-0.46208027
17415,1.290524,0.407738,0.34864593,-0.8889059
25263,2.182726,-0.06289679,0.605476,-0.45868707
15104,-1.1732316,-0.15492147,-0.43627274,0.059452504
28560,1.5264468,0.15492006,-0.36775914,-0.16572943
10334,-1.0223067,0.43581352,0.40242946,0.21063167
45724,-0.45960104,-0.24049051,-0.23992714,-1.3389072
926,0.84989583,0.570878,-0.10484856,-1.5115734
74123,1.3338082,1.175222,1.3893938,1.1738315
37440,-0.98621815,1.6263593,-1.7687211,-0.36784872
72802,-1.1335323,-1.7303622,1.0387731,0.2307351
70094,-0.55481166,-2.7719693,-0.53348,0.029403567
18457,1.4363421,0.28036946,0.9053409,-0.38329387
72152,0.9526622,-0.3566399,0.14570256,0.6631868
44180,-0.42047685,-0.6575541,-0.23367974,-1.1348853
47083,-0.663001,-0.27757105,0.066265,-0.9723064
64311,0.034788236,1.2039623,0.4522625,1.73292
43432,-1.6913168,0.38224483,-0.5526078,0.42190582
73956,1.6301928,0.46511388,1.5182099,0.631947
7371,0.30551642,-1.1066921,-1.5235298,0.4073053
38266,-0.13066861,0.04593174,1.0466862,-0.022382379
25128,0.86509544,-0.24101815,0.14053191,-0.39602542
24695,0.21172123,-0.20515516,-1.2241769,-0.02597621
59981,0.778033,-1.8624133,-0.2447604,0.063842595
14599,1.057375,0.22709286,0.22598955,-1.4538541
13961,0.7427047,-0.30235347,-0.2963044,0.16473329
54631,0.57128114,-1.0758064,-2.0930896,1.6732686
54974,-1.9700196,0.062193215,0.07882583,0.90106946
36739,-0.48366326,2.2004366,-1.9095914,-0.15548785
17356,-0.05939722,-1.0820258,-0.6541679,0.4113383
19014,-0.4705622,-0.17434415,0.13713449,-0.34065682
40997,-0.76655805,0.6402331,0.40621182,-0.4898558
70314,-1.2059457,-1.4039536,0.28379488,0.45939997
42212,0.09023738,0.855743,0.9869704,-0.7509663
70280,-0.43475375,-0.84283406,1.1675645,-0.32754794
39616,-1.9937505,1.2558396,0.97622645,-0.9577811
54981,-1.991862,0.11082327,0.08913821,0.8286411
30802,-1.8401238,-0.46069574,0.18342903,-0.050188035
71732,0.855446,-1.4183255,-1.2080789,0.8911776
1630,0.67445374,-0.24783485,-0.8612488,0.0014825016
66303,-0.73908097,0.16872746,-0.2479106,-0.51430136
11550,0.7661389,0.5707855,0.22242776,-1.2672834
43258,0.06466524,-0.0109469,-0.6297242,-0.2223965
35759,-0.45510763,2.0865371,-1.4266317,-0.8880712
65088,0.4911488,-1.3769252,1.5315547,-1.2510368
48725,1.5058682,-0.96164584,-0.7103463,0.76189077
20822,1.0123417,0.7455809,0.46375856,-0.5819805
8315,0.76730907,-0.14240485,0.50226057,-1.9298801
50713,-0.044081777,-0.4423663,-1.8867403,-0.43653908
37356,-0.0659899,1.5230219,-1.7607358,-0.8134681
33192,-0.31858554,1.6737529,-1.1543667,-0.6990768
25996,-0.7240993,0.9260266,0.96470934,1.2981982
23556,-0.12125425,-0.7473142,-0.4849665,-0.2685369
54789,-0.62026024,-0.44678935,0.24252577,-0.044391796
58875,-2.8618705,0.32993042,0.64668006,1.8531547
43615,0.43927026,0.7106548,-1.463046,0.075845376
18209,0.1840587,-0.44472992,-1.1106329,0.94104546
56,1.0219612,1.0032202,0.032613754,-0.6564067
61853,-2.7715752,-0.96610886,1.1638019,0.82735753
61199,2.0126247,0.2525723,0.25488484,-0.53583306
30349,-1.1363628,-0.7753827,0.0636013,-1.013164
1247,0.29450244,-0.4691286,-1.8276176,0.36774412
24161,0.113325775,-0.6937231,-0.73510736,0.21251112
59534,-0.8103209,-1.8602685,1.0970411,-0.34678307
28636,0.58910817,-1.357149,-0.662809,0.145984
8172,1.1664193,0.1470012,0.16733438,-1.5199522
67435,2.4017715,0.19664788,0.07234383,-0.43877625
53858,1.8318007,0.80637866,0.3289185,0.10128856
56708,2.227363,0.8071497,-0.5344821,-0.38430917
18142,-0.5393125,0.1699268,-0.97514296,-0.42918032
72249,2.3261454,0.3426105,-0.68379354,1.8874687
63098,-0.47453052,-2.4755383,0.34951895,-0.5425129
55579,1.3944614,0.89185053,0.52666557,0.015217125
24175,1.05675,0.5544564,0.42761362,-0.8281276
43384,0.7940885,0.5242642,-0.6683984,-0.60389453
14003,0.9606292,-0.033548366,-0.82604915,0.17280822
12559,1.3158078,0.11070126,0.22199732,-1.3801956
20550,0.38567057,0.1037734,0.2287043,-0.27704686
17753,-1.0770651,0.33120003,-0.7947466,-0.18343547
9981,0.37568533,0.97379166,0.19811456,0.43486372
63363,-0.22211844,0.1916905,2.6828108,-0.24953958
71877,0.27720267,-0.40029913,0.4426583,0.56696635
8755,0.084665984,1.1850699,1.1871057,-0.13078094
21063,-0.5286416,-0.561301,-0.8496221,0.12176731
8996,0.19196743,1.123048,1.1605723,-0.14220953
67667,0.4795742,-0.5336086,0.2404362,-0.70410085
67090,0.7734176,-1.2505095,-1.4402785,2.2994032
41597,-0.83737594,0.00023160875,-0.49168065,-0.7627611
21294,0.8086013,0.6124121,0.7276888,-0.6818778
67204,3.1300797,0.40645537,-0.14195877,0.2786525
36820,-1.1567863,2.3071687,-1.8762646,0.21273269
48147,-0.45460722,0.40373516,-0.5713148,-0.66705036
37472,-0.89086944,1.5645465,-1.7501599,-0.23226851
21087,0.7483397,0.6086468,0.672557,-0.7936392
36753,-0.45283324,2.153933,-1.9147937,-0.07982455
26339,-1.161989,-0.98998654,-0.6450087,0.66971457
70286,-1.1488774,-1.3684341,0.27493656,0.29856026
55034,-2.0638564,0.43717924,0.1679923,0.31312478
21056,-0.5640372,-0.53359634,-0.8291984,0.14320403
64969,1.2158304,-0.3280794,1.3164947,-0.9769752
10020,1.2158325,0.57500654,-0.44783488,0.1883663
76099,-0.7099151,0.2398533,0.18767346,-0.20529595
31854,-0.113686465,-0.05502512,0.08942628,-0.24226548
16397,-1.476499,0.16097295,0.31352222,0.15875222
5735,-0.98610055,-1.6435679,-1.0165471,-0.62562096
55896,-0.34986758,-0.825366,0.39870617,0.3398307
25141,0.4006032,-0.8736336,-0.3444143,0.06413321
1985,0.53204805,-0.7073964,-0.023145385,-0.29497975
60635,-1.6511972,-0.6403848,0.019587755,1.3954177
2181,-0.04648383,-0.35407966,-0.66265446,-0.20386408
23725,0.7288811,0.0921627,0.053347632,-0.56189024
45221,-0.14428103,0.73319185,-1.4992323,0.3703547
43972,0.17218065,0.37235188,-1.4910955,0.22060627
45388,0.010028638,0.05615145,-0.6775824,-0.49306232
25161,1.947396,0.37752718,0.42893744,-0.2629309
41941,-0.52642345,0.2559153,-0.35146913,-0.39273053
43657,0.13842282,0.7392575,-0.30348817,-1.1527524
57520,0.3637799,-2.0164156,-0.061468422,0.5124797
7676,0.48311096,-1.0040294,0.194472,-1.3230189
46512,-0.31052953,-0.2159847,-0.42506903,-1.2605287
44316,-0.08383879,0.63051987,-1.5395951,0.45501834
27388,-0.0056064874,-0.14980952,-0.032651883,-0.05301473
33872,-1.0521644,2.3908494,-1.5265363,0.16786563
2320,-0.022787776,0.30764037,-0.99087775,-0.40502447
40565,-0.47093698,-0.6072283,-0.9178988,-0.018391162
73626,-2.5922623,-0.49788487,1.3820614,-0.638149
32980,-0.20282379,1.9630425,-1.0193375,-0.35678065
66285,-1.1546643,-0.74509966,0.62382054,-1.0074207
22461,-0.38300258,-1.1948849,-0.9899918,0.2501667
67234,-1.9713821,-0.68929166,-0.06288582,0.6937983
69048,-0.5493136,0.31060433,1.8466141,-1.1991565
10756,-2.088844,0.10734075,-0.6532848,-0.53495276
66155,-0.22490472,1.2032851,-1.1995562,-0.6449424
36062,-1.0563782,2.3617308,-1.4778948,-0.43152913
62722,-0.40393323,0.6551569,2.591692,0.1079756
25991,0.09266397,0.99240506,1.3754749,1.7444441
71776,-0.928087,-0.40797436,-1.0978489,0.9438052
47776,-0.9788928,1.2370862,-1.1214098,-0.7179328
1166,0.18311036,-0.976244,-1.260422,0.16012645
10955,0.5250971,1.3417467,-0.14539516,-0.8284733
53963,0.8728528,-1.881865,-0.44859248,0.2375229
12329,-1.9849601,-0.21505311,0.34586883,-0.05086845
24617,0.2392601,-0.8184675,-0.63675153,-0.016682595
4439,-0.32301617,-1.1439533,-0.92422193,-0.46476504
67972,0.4509076,-0.96184087,0.6902883,-0.7088874
26391,-0.87000847,-0.32889906,-0.34239435,0.5409768
20668,0.8544831,0.6014427,0.7445533,-0.6391695
34776,-1.1905639,2.3838718,-0.92481,-0.33567482
36391,0.029964536,2.0856063,-1.5656127,0.77792007
32373,1.1845145,0.04377097,-0.90253353,2.0415783
52456,-0.15773618,-1.6888242,-0.10382724,0.8025327
50816,-0.024312496,0.03619224,-1.1945078,0.47392672
184,1.2305138,-0.055482328,-0.014025047,0.027589217
11828,0.37218568,0.737964,0.20967996,-1.4116776
45249,-0.031220317,0.8200611,-1.4095502,0.3388965
18115,-0.42228222,0.15053368,-0.92849886,-0.33054993
37600,-0.12161249,0.67881906,-1.5245756,-0.41385585
27433,0.0966081,-0.38160902,-0.3542008,0.6960943
52229,0.08112395,-1.5265963,0.96090925,0.1720746
59504,0.011973739,-0.10171729,2.7314506,-0.37829974
60493,-1.3310442,-0.89070475,-0.050365925,0.72801316
2002,-0.10276943,-0.3451102,-0.11692713,-0.9835837
16686,0.29531673,1.1922257,0.5810156,-0.52247345
13083,1.37619,0.4616163,0.12090051,-0.9640839
35528,-0.582538,1.9866235,-1.3391219,-1.0944479
19513,-0.58110356,-0.24450542,-0.57621753,-0.61393607
892,0.46016088,-0.79849607,-1.5102842,0.38123152
58823,-1.0137007,-1.5677729,0.5447035,0.6905154
10983,-0.059613705,0.71158034,0.60280585,-1.4492178
41173,0.066414,1.1565838,0.33217907,-1.0144782
41516,-0.30380484,-1.0723832,-1.6557195,-0.42540473
27283,-2.1940527,0.0005996525,0.56674206,0.25298217
33629,0.38355938,2.1263561,-0.8020838,-0.56260514
40804,0.12630737,0.64615107,1.028841,-0.95286775
1419,2.3769348,1.2843666,-0.729858,0.18188524
42081,-1.4885652,0.644174,-0.39753848,0.083141804
37729,-0.9043582,-0.44330168,-1.8347805,0.4052625
30310,-0.76996124,-0.660405,0.33447763,-0.7602751
9743,-0.76009524,0.64997077,0.42634603,0.366682
12429,-0.40192363,-1.5002134,-0.3409847,-0.20088887
75600,-0.87655574,-1.1703836,2.5960119,-0.7222713
64943,1.228229,-0.33117843,1.320995,-0.96527255
12596,-0.8102499,-0.63939357,-0.88805634,0.4215558
